sample_id,region_id,state,district,date,latitude,longitude,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_14d_mm,rainfall_ratio_24h_to_7d,rainfall_acceleration,soil_wetness_index,temperature_c,neighbor_risk_mean,neighbor_count,elevation_m,slope_deg,ndvi,vegetation_vulnerability,terrain_rainfall_interaction,soil_rainfall_interaction,hazard_score,label,label_source
IN-NAM-NAMCHI__2026-04-10,IN-NAM-NAMCHI,Sikkim,Namchi,2026-04-10,27.1642,88.3639,130.0,366.0,742.0,932.0,0.1752021563342318,8.0,0.5524599881446355,20,0.57,4,1675,34,0.47,0.2928037937166568,4420.0,409.92531120331955,0.5596535837774268,1,proxy
IN-NGO-NORTHGOA__2026-04-01,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-01,15.4909,73.8278,22.0,22.0,22.0,22.0,1.0,22.0,0.013040901007705987,29,0.36,3,250,18,0.6,0.005216360403082395,396.0,0.28689982216953175,0.12029837349154227,0,proxy
IN-NGO-NORTHGOA__2026-04-02,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-02,15.4909,73.8278,26.0,48.0,48.0,48.0,0.5416666666666666,4.0,0.02845287492590397,29,0.36,3,250,18,0.6,0.01138114997036159,468.0,1.3657379964433907,0.12879659724912174,0,proxy
IN-NGO-NORTHGOA__2026-04-03,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-03,15.4909,73.8278,30.0,78.0,78.0,78.0,0.38461538461538464,4.0,0.046235921754593956,29,0.36,3,250,18,0.6,0.01849436870183758,540.0,3.6064018968583285,0.14689926505521822,0,proxy
IN-NGO-NORTHGOA__2026-04-04,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-04,15.4909,73.8278,34.0,90.0,112.0,112.0,0.30357142857142855,4.0,0.06639004149377593,29,0.36,3,250,18,0.6,0.026556016597510376,612.0,7.435684647302905,0.16066346879207974,0,proxy
IN-NGO-NORTHGOA__2026-04-05,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-05,15.4909,73.8278,38.0,102.0,150.0,150.0,0.25333333333333335,4.0,0.08891523414344991,29,0.36,3,250,18,0.6,0.03556609365737997,684.0,13.337285121517487,0.1752566725745388,0,proxy
IN-NGO-NORTHGOA__2026-04-06,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-06,15.4909,73.8278,42.0,114.0,192.0,192.0,0.21875,4.0,0.11381149970361588,29,0.36,3,250,18,0.6,0.04552459988144636,756.0,21.85180794309425,0.19067887640259548,0,proxy
IN-NGO-NORTHGOA__2026-04-07,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-07,15.4909,73.8278,46.0,126.0,238.0,238.0,0.19327731092436976,4.0,0.14107883817427386,29,0.36,3,250,18,0.6,0.056431535269709544,828.0,33.57676348547718,0.20693008027624968,0,proxy
IN-NGO-NORTHGOA__2026-04-08,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-08,15.4909,73.8278,50.0,138.0,266.0,288.0,0.18796992481203006,4.0,0.17071724955542383,29,0.36,3,250,18,0.6,0.06828689982216954,900.0,45.41078838174274,0.2213025918878091,0,proxy
IN-NGO-NORTHGOA__2026-04-09,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-09,15.4909,73.8278,54.0,150.0,294.0,342.0,0.1836734693877551,4.0,0.2027267338470658,29,0.36,3,250,18,0.6,0.08109069353882632,972.0,59.601659751037346,0.2360117958526584,0,proxy
IN-NGO-NORTHGOA__2026-04-10,IN-NGO-NORTHGOA,Goa,North Goa,2026-04-10,15.4909,73.8278,58.0,162.0,322.0,400.0,0.18012422360248448,4.0,0.23710729104919975,29,0.36,3,250,18,0.6,0.0948429164196799,1044.0,76.34854771784232,0.25105769217079754,0,proxy
IN-NIL-NILGIRIS__2026-04-01,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-01,11.4916,76.7337,71.0,71.0,71.0,71.0,1.0,71.0,0.04208654416123296,19,0.59,4,2240,29,0.46,0.022726733847065802,2059.0,2.98814463544754,0.2866566235680143,0,proxy
IN-NIL-NILGIRIS__2026-04-02,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-02,11.4916,76.7337,79.0,150.0,150.0,150.0,0.5266666666666666,8.0,0.08891523414344991,19,0.59,4,2240,29,0.46,0.048014226437462955,2291.0,13.337285121517487,0.30608382092490466,0,proxy
IN-NIL-NILGIRIS__2026-04-03,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-03,11.4916,76.7337,87.0,237.0,237.0,237.0,0.3670886075949367,8.0,0.14048606994665086,19,0.59,4,2240,29,0.46,0.07586247777119147,2523.0,33.29519857735625,0.3562136963781259,0,proxy
IN-NIL-NILGIRIS__2026-04-04,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-04,11.4916,76.7337,95.0,261.0,332.0,332.0,0.286144578313253,8.0,0.1967990515708358,19,0.59,4,2240,29,0.46,0.10627148784825134,2755.0,65.33728512151748,0.3899685595538233,1,proxy
IN-NIL-NILGIRIS__2026-04-05,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-05,11.4916,76.7337,103.0,285.0,435.0,435.0,0.2367816091954023,8.0,0.25785417901600477,19,0.59,4,2240,29,0.46,0.1392412566686426,2987.0,112.16656787196207,0.42543453485391075,1,proxy
IN-NIL-NILGIRIS__2026-04-06,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-06,11.4916,76.7337,111.0,309.0,546.0,546.0,0.2032967032967033,8.0,0.3236514522821577,19,0.59,4,2240,29,0.46,0.17477178423236517,3219.0,176.7136929460581,0.4626116222783884,1,proxy
IN-NIL-NILGIRIS__2026-04-07,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-07,11.4916,76.7337,122.0,336.0,668.0,668.0,0.18263473053892215,11.0,0.3959691760521636,19,0.59,4,2240,29,0.46,0.21382335506816835,3538.0,264.50740960284526,0.5067284647882648,1,proxy
IN-NIL-NILGIRIS__2026-04-08,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-08,11.4916,76.7337,130.0,363.0,727.0,798.0,0.17881705639614856,8.0,0.4730290456431535,19,0.59,4,2240,29,0.46,0.25543568464730293,3770.0,343.8921161825726,0.5388210395481682,1,proxy
IN-NIL-NILGIRIS__2026-04-09,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-09,11.4916,76.7337,138.0,390.0,786.0,936.0,0.17557251908396945,8.0,0.5548310610551275,19,0.59,4,2240,29,0.46,0.29960877296976884,4002.0,436.0972139893302,0.5729112974885244,1,proxy
IN-NIL-NILGIRIS__2026-04-10,IN-NIL-NILGIRIS,Tamil Nadu,Nilgiris,2026-04-10,11.4916,76.7337,146.0,414.0,845.0,1082.0,0.1727810650887574,8.0,0.6413752222880854,19,0.59,4,2240,29,0.46,0.34634262003556615,4234.0,541.9620628334321,0.6068668081495167,1,proxy
IN-PAL-PALAKKAD__2026-04-01,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-01,10.7867,76.6548,34.0,34.0,34.0,34.0,1.0,34.0,0.02015411973918198,30,0.38,3,140,21,0.53,0.00947243627741553,714.0,0.6852400711321873,0.15044167841406583,0,proxy
IN-PAL-PALAKKAD__2026-04-02,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-02,10.7867,76.6548,39.0,73.0,73.0,73.0,0.5342465753424658,5.0,0.043272080616478956,30,0.38,3,140,21,0.53,0.020337877889745108,819.0,3.1588618850029637,0.16165283518604745,0,proxy
IN-PAL-PALAKKAD__2026-04-03,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-03,10.7867,76.6548,48.0,121.0,121.0,121.0,0.39669421487603307,9.0,0.07172495554238292,30,0.38,3,140,21,0.53,0.03371072910491997,1008.0,8.678719620628334,0.19459862775689693,0,proxy
IN-PAL-PALAKKAD__2026-04-04,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-04,10.7867,76.6548,53.0,140.0,174.0,174.0,0.3045977011494253,5.0,0.10314167160640189,30,0.38,3,140,21,0.53,0.04847658565500888,1113.0,17.94665085951393,0.2136093512622403,0,proxy
IN-PAL-PALAKKAD__2026-04-05,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-05,10.7867,76.6548,58.0,159.0,232.0,232.0,0.25,5.0,0.13752222880853587,30,0.38,3,140,21,0.53,0.06463544754001185,1218.0,31.905157083580324,0.23536783758919133,0,proxy
IN-PAL-PALAKKAD__2026-04-06,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-06,10.7867,76.6548,63.0,174.0,295.0,295.0,0.2135593220338983,5.0,0.17486662714878481,30,0.38,3,140,21,0.53,0.08218731475992885,1323.0,51.58565500889152,0.25703084612466115,0,proxy
IN-PAL-PALAKKAD__2026-04-07,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-07,10.7867,76.6548,68.0,189.0,363.0,363.0,0.18732782369146006,5.0,0.2151748666271488,30,0.38,3,140,21,0.53,0.10113218731475992,1428.0,78.10847658565501,0.2797467022275013,0,proxy
IN-PAL-PALAKKAD__2026-04-08,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-08,10.7867,76.6548,73.0,204.0,402.0,436.0,0.18159203980099503,5.0,0.25844694724362777,30,0.38,3,140,21,0.53,0.12147006520450504,1533.0,103.89567279193837,0.29933079051309647,0,proxy
IN-PAL-PALAKKAD__2026-04-09,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-09,10.7867,76.6548,78.0,219.0,441.0,514.0,0.17687074829931973,5.0,0.30468286899822167,30,0.38,3,140,21,0.53,0.14320094842916417,1638.0,134.36514522821577,0.31935234175067745,0,proxy
IN-PAL-PALAKKAD__2026-04-10,IN-PAL-PALAKKAD,Kerala,Palakkad,2026-04-10,10.7867,76.6548,83.0,234.0,476.0,597.0,0.17436974789915966,5.0,0.35388263189093067,30,0.38,3,140,21,0.53,0.1663248369887374,1743.0,168.448132780083,0.33931904824793646,0,proxy
IN-PAP-PAPUMPARE__2026-04-01,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-01,27.0844,93.6053,65.0,65.0,65.0,65.0,1.0,65.0,0.03852993479549496,21,0.55,4,1200,34,0.44,0.02157676348547718,2210.0,2.5044457617071725,0.2738672847542685,0,proxy
IN-PAP-PAPUMPARE__2026-04-02,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-02,27.0844,93.6053,73.0,138.0,138.0,138.0,0.5289855072463768,8.0,0.08180201541197392,21,0.55,4,1200,34,0.44,0.0458091286307054,2482.0,11.288678126852401,0.29290026818993115,0,proxy
IN-PAP-PAPUMPARE__2026-04-03,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-03,27.0844,93.6053,85.0,223.0,223.0,223.0,0.3811659192825112,12.0,0.13218731475992887,21,0.55,4,1200,34,0.44,0.07402489626556018,2890.0,29.47777119146414,0.3470764619385502,0,proxy
IN-PAP-PAPUMPARE__2026-04-04,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-04,27.0844,93.6053,93.0,251.0,316.0,316.0,0.29430379746835444,8.0,0.1873147599288678,21,0.55,4,1200,34,0.44,0.10489626556016599,3162.0,59.19146413752223,0.3799451611000348,1,proxy
IN-PAP-PAPUMPARE__2026-04-05,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-05,27.0844,93.6053,101.0,279.0,417.0,417.0,0.2422062350119904,8.0,0.24718435091879076,21,0.55,4,1200,34,0.44,0.13842323651452285,3434.0,103.07587433313574,0.41622747507346036,1,proxy
IN-PAP-PAPUMPARE__2026-04-06,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-06,27.0844,93.6053,109.0,303.0,526.0,526.0,0.20722433460076045,8.0,0.3117960877296977,21,0.55,4,1200,34,0.44,0.17460580912863072,3706.0,164.00474214582098,0.45308016324573797,1,proxy
IN-PAP-PAPUMPARE__2026-04-07,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-07,27.0844,93.6053,117.0,327.0,643.0,643.0,0.18195956454121306,8.0,0.3811499703615886,21,0.55,4,1200,34,0.44,0.21344398340248963,3978.0,245.07943094250146,0.4916515509757192,1,proxy
IN-PAP-PAPUMPARE__2026-04-08,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-08,27.0844,93.6053,125.0,351.0,703.0,768.0,0.17780938833570412,8.0,0.45524599881446354,21,0.55,4,1200,34,0.44,0.2549377593360996,4250.0,320.0379371665679,0.5239416382634042,1,proxy
IN-PAP-PAPUMPARE__2026-04-09,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-09,27.0844,93.6053,133.0,375.0,763.0,901.0,0.1743119266055046,8.0,0.5340841730883225,21,0.55,4,1200,34,0.44,0.2990871369294606,4522.0,407.50622406639,0.5569658097241775,1,proxy
IN-PAP-PAPUMPARE__2026-04-10,IN-PAP-PAPUMPARE,Arunachal Pradesh,Papum Pare,2026-04-10,27.0844,93.6053,141.0,399.0,819.0,1042.0,0.17216117216117216,8.0,0.6176644931831654,21,0.55,4,1200,34,0.44,0.34589211618257265,4794.0,505.86721991701245,0.5902317576657314,1,proxy
IN-PAT-PATHANAMTHITTA__2026-04-01,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-01,9.2648,76.787,39.0,39.0,39.0,39.0,1.0,39.0,0.023117960877296978,27,0.36,3,110,18,0.55,0.010403082394783639,702.0,0.9016004742145821,0.14761037111705086,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-02,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-02,9.2648,76.787,45.0,84.0,84.0,84.0,0.5357142857142857,6.0,0.04979253112033195,27,0.36,3,110,18,0.55,0.022406639004149374,810.0,4.182572614107883,0.1608880202597101,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-03,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-03,9.2648,76.787,55.0,139.0,139.0,139.0,0.39568345323741005,10.0,0.08239478363959692,27,0.36,3,110,18,0.55,0.037077652637818606,990.0,11.452874925903972,0.19808338701701958,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-04,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-04,9.2648,76.787,61.0,161.0,200.0,200.0,0.305,6.0,0.11855364552459988,27,0.36,3,110,18,0.55,0.05334914048606994,1098.0,23.710729104919974,0.22040023828846017,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-05,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-05,9.2648,76.787,67.0,183.0,267.0,267.0,0.250936329588015,6.0,0.15826911677534083,27,0.36,3,110,18,0.55,0.07122110254890336,1206.0,42.257854179016,0.2456697313199973,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-06,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-06,9.2648,76.787,73.0,201.0,340.0,340.0,0.21470588235294116,6.0,0.2015411973918198,27,0.36,3,110,18,0.55,0.0906935388263189,1314.0,68.52400711321873,0.27104862549854214,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-07,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-07,9.2648,76.787,79.0,219.0,419.0,419.0,0.18854415274463007,6.0,0.24836988737403676,27,0.36,3,110,18,0.55,0.11176644931831653,1422.0,104.0669828097214,0.2976852461829462,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-08,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-08,9.2648,76.787,85.0,237.0,465.0,504.0,0.1827956989247312,6.0,0.2987551867219917,27,0.36,3,110,18,0.55,0.13443983402489626,1530.0,138.92116182572613,0.3207795933732095,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-09,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-09,9.2648,76.787,91.0,255.0,511.0,595.0,0.1780821917808219,6.0,0.35269709543568467,27,0.36,3,110,18,0.55,0.15871369294605808,1638.0,180.22821576763488,0.3443932055308705,0,proxy
IN-PAT-PATHANAMTHITTA__2026-04-10,IN-PAT-PATHANAMTHITTA,Kerala,Pathanamthitta,2026-04-10,9.2648,76.787,97.0,273.0,553.0,692.0,0.17540687160940324,6.0,0.4101956135151156,27,0.36,3,110,18,0.55,0.184588026081802,1746.0,226.83817427385893,0.36803377496362166,1,proxy
IN-PAU-PAURIGARHWAL__2026-04-01,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-01,30.146,78.7812,27.0,27.0,27.0,27.0,1.0,27.0,0.016004742145820983,18,0.43,3,1814,26,0.47,0.00848251333728512,702.0,0.43212803793716653,0.18496886736979534,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-02,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-02,30.146,78.7812,32.0,59.0,59.0,59.0,0.5423728813559322,5.0,0.034973325429756966,18,0.43,3,1814,26,0.47,0.018535862477771194,832.0,2.063426200355661,0.1957536190641461,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-03,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-03,30.146,78.7812,37.0,96.0,96.0,96.0,0.3854166666666667,5.0,0.05690574985180794,18,0.43,3,1814,26,0.47,0.03016004742145821,962.0,5.462951985773563,0.2183628853601999,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-04,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-04,30.146,78.7812,42.0,111.0,138.0,138.0,0.30434782608695654,5.0,0.08180201541197392,18,0.43,3,1814,26,0.47,0.04335506816834618,1092.0,11.288678126852401,0.23572343618740285,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-05,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-05,30.146,78.7812,47.0,126.0,185.0,185.0,0.25405405405405407,5.0,0.10966212211025489,18,0.43,3,1814,26,0.47,0.058120924718435094,1222.0,20.287492590397154,0.25415106101943913,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-06,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-06,30.146,78.7812,52.0,141.0,237.0,237.0,0.21940928270042195,5.0,0.14048606994665086,18,0.43,3,1814,26,0.47,0.07445761707172496,1352.0,33.29519857735625,0.27364575985630873,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-07,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-07,30.146,78.7812,57.0,156.0,294.0,294.0,0.19387755102040816,5.0,0.17427385892116182,18,0.43,3,1814,26,0.47,0.09236514522821576,1482.0,51.23651452282157,0.29420753269801175,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-08,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-08,30.146,78.7812,62.0,171.0,329.0,356.0,0.1884498480243161,5.0,0.2110254890337878,18,0.43,3,1814,26,0.47,0.11184350918790753,1612.0,69.42738589211618,0.3125133026214711,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-09,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-09,30.146,78.7812,67.0,186.0,364.0,423.0,0.18406593406593408,5.0,0.25074096028452875,18,0.43,3,1814,26,0.47,0.13289270895080024,1742.0,91.26970954356847,0.33127076193437927,0,proxy
IN-PAU-PAURIGARHWAL__2026-04-10,IN-PAU-PAURIGARHWAL,Uttarakhand,Pauri Garhwal,2026-04-10,30.146,78.7812,72.0,201.0,399.0,495.0,0.18045112781954886,5.0,0.2934202726733847,18,0.43,3,1814,26,0.47,0.1555127445168939,1872.0,117.0746887966805,0.350479910636736,0,proxy
IN-PHE-PHEK__2026-04-01,IN-PHE-PHEK,Nagaland,Phek,2026-04-01,25.68,94.5,42.0,42.0,42.0,42.0,1.0,42.0,0.024896265560165973,19,0.46,3,1524,29,0.49,0.012697095435684647,1218.0,1.0456431535269708,0.21780791708344097,0,proxy
IN-PHE-PHEK__2026-04-02,IN-PHE-PHEK,Nagaland,Phek,2026-04-02,25.68,94.5,49.0,91.0,91.0,91.0,0.5384615384615384,7.0,0.05394190871369295,19,0.46,3,1524,29,0.49,0.027510373443983403,1421.0,4.908713692946058,0.2331825192003915,0,proxy
IN-PHE-PHEK__2026-04-03,IN-PHE-PHEK,Nagaland,Phek,2026-04-03,25.68,94.5,60.0,151.0,151.0,151.0,0.3973509933774834,11.0,0.08950800237107291,19,0.46,3,1524,29,0.49,0.04564908120924718,1740.0,13.51570835803201,0.2738502971455522,0,proxy
IN-PHE-PHEK__2026-04-04,IN-PHE-PHEK,Nagaland,Phek,2026-04-04,25.68,94.5,67.0,176.0,218.0,218.0,0.3073394495412844,7.0,0.12922347362181388,19,0.46,3,1524,29,0.49,0.06590397154712509,1943.0,28.170717249555427,0.29929493502217625,0,proxy
IN-PHE-PHEK__2026-04-05,IN-PHE-PHEK,Nagaland,Phek,2026-04-05,25.68,94.5,74.0,201.0,292.0,292.0,0.2534246575342466,7.0,0.17308832246591582,19,0.46,3,1524,29,0.49,0.08827504445761707,2146.0,50.54179016004742,0.32792175275565477,0,proxy
IN-PHE-PHEK__2026-04-06,IN-PHE-PHEK,Nagaland,Phek,2026-04-06,25.68,94.5,81.0,222.0,373.0,373.0,0.21715817694369974,7.0,0.22110254890337877,19,0.46,3,1524,29,0.49,0.11276229994072318,2349.0,82.47125074096029,0.356887509732899,0,proxy
IN-PHE-PHEK__2026-04-07,IN-PHE-PHEK,Nagaland,Phek,2026-04-07,25.68,94.5,88.0,243.0,461.0,461.0,0.19088937093275488,7.0,0.2732661529342027,19,0.46,3,1524,29,0.49,0.1393657379964434,2552.0,125.97569650266745,0.38734053131276047,0,proxy
IN-PHE-PHEK__2026-04-08,IN-PHE-PHEK,Nagaland,Phek,2026-04-08,25.68,94.5,95.0,264.0,514.0,556.0,0.18482490272373542,7.0,0.32957913455838767,19,0.46,3,1524,29,0.49,0.16808535862477772,2755.0,169.40367516301126,0.4141115867260085,1,proxy
IN-PHE-PHEK__2026-04-09,IN-PHE-PHEK,Nagaland,Phek,2026-04-09,25.68,94.5,102.0,285.0,567.0,658.0,0.17989417989417988,7.0,0.3900414937759336,19,0.46,3,1524,29,0.49,0.19892116182572614,2958.0,221.15352697095435,0.44150836828033546,1,proxy
IN-PHE-PHEK__2026-04-10,IN-PHE-PHEK,Nagaland,Phek,2026-04-10,25.68,94.5,109.0,306.0,616.0,767.0,0.17694805194805194,7.0,0.45465323058684054,19,0.46,3,1524,29,0.49,0.23187314759928868,3161.0,280.0663900414938,0.46903856828343343,1,proxy
IN-PIT-PITHORAGARH__2026-04-01,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-01,29.5829,80.2182,82.0,82.0,82.0,82.0,1.0,82.0,0.04860699466508595,18,0.63,5,1650,37,0.38,0.03013633669235329,3034.0,3.985773562537048,0.3251275881672799,0,proxy
IN-PIT-PITHORAGARH__2026-04-02,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-02,29.5829,80.2182,91.0,173.0,173.0,173.0,0.5260115606936416,9.0,0.1025489033787789,18,0.63,5,1650,37,0.38,0.06358032009484291,3367.0,17.74096028452875,0.3474925516856668,0,proxy
IN-PIT-PITHORAGARH__2026-04-03,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-03,29.5829,80.2182,100.0,273.0,273.0,273.0,0.3663003663003663,9.0,0.16182572614107885,18,0.63,5,1650,37,0.38,0.10033195020746888,3700.0,44.178423236514526,0.40533259524115034,1,proxy
IN-PIT-PITHORAGARH__2026-04-04,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-04,29.5829,80.2182,109.0,300.0,382.0,382.0,0.28534031413612565,9.0,0.22643746295198577,18,0.63,5,1650,37,0.38,0.14039122703023119,4033.0,86.49911084765857,0.44417484558744086,1,proxy
IN-PIT-PITHORAGARH__2026-04-05,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-05,29.5829,80.2182,118.0,327.0,500.0,500.0,0.236,9.0,0.2963841138114997,18,0.63,5,1650,37,0.38,0.18375815056312983,4366.0,148.19205690574987,0.4849762405235814,1,proxy
IN-PIT-PITHORAGARH__2026-04-06,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-06,29.5829,80.2182,127.0,354.0,627.0,627.0,0.2025518341307815,9.0,0.37166567871962064,18,0.63,5,1650,37,0.38,0.2304327208061648,4699.0,233.03438055720216,0.5277367800495718,1,proxy
IN-PIT-PITHORAGARH__2026-04-07,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-07,29.5829,80.2182,139.0,384.0,766.0,766.0,0.1814621409921671,12.0,0.45406046235921754,18,0.63,5,1650,37,0.38,0.28151748666271487,5143.0,347.81031416716064,0.5776964882763912,1,proxy
IN-PIT-PITHORAGARH__2026-04-08,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-08,29.5829,80.2182,148.0,414.0,832.0,914.0,0.1778846153846154,9.0,0.5417901600474214,18,0.63,5,1650,37,0.38,0.3359098992294013,5476.0,450.76941315945464,0.6145261150648513,1,proxy
IN-PIT-PITHORAGARH__2026-04-09,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-09,29.5829,80.2182,157.0,444.0,898.0,1071.0,0.17483296213808464,9.0,0.6348547717842323,18,0.63,5,1650,37,0.38,0.39360995850622404,5809.0,570.0995850622406,0.6534783805761472,1,proxy
IN-PIT-PITHORAGARH__2026-04-10,IN-PIT-PITHORAGARH,Uttarakhand,Pithoragarh,2026-04-10,29.5829,80.2182,166.0,471.0,964.0,1237.0,0.17219917012448133,9.0,0.7332542975696502,18,0.63,5,1650,37,0.38,0.45461766449318314,6142.0,706.8571428571428,0.6924208543504619,1,proxy
IN-RAI-RAIGAD__2026-04-01,IN-RAI-RAIGAD,Maharashtra,Raigad,2026-04-01,18.5158,73.1822,45.0,45.0,45.0,45.0,1.0,45.0,0.026674570243034972,27,0.47,3,570,24,0.52,0.012803793716656787,1080.0,1.2003556609365738,0.19115200017874798,0,proxy
IN-RAI-RAIGAD__2026-04-02,IN-RAI-RAIGAD,Maharashtra,Raigad,2026-04-02,18.5158,73.1822,51.0,96.0,96.0,96.0,0.53125,6.0,0.05690574985180794,27,0.47,3,570,24,0.52,0.02731475992886781,1224.0,5.462951985773563,0.20494004581524916,0,proxy
IN-RAI-RAIGAD__2026-04-03,IN-RAI-RAIGAD,Maharashtra,Raigad,2026-04-03,18.5158,73.1822,61.0,157.0,157.0,157.0,0.3885350318471338,10.0,0.09306461173681091,27,0.47,3,570,24,0.52,0.04467101363366924,1464.0,14.611144042679312,0.24520240838521942,0,proxy
IN-RAI-RAIGAD__2026-04-04,IN-RAI-RAIGAD,Maharashtra,Raigad,2026-04-04,18.5158,73.1822,67.0,179.0,224.0,224.0,0.29910714285714285,6.0,0.13278008298755187,27,0.47,3,570,24,0.52,0.0637344398340249,1608.0,29.74273858921162,0.26887230329352113,0,proxy
IN-RAI-RAIGAD__2026-04-05,IN-RAI-RAIGAD,Maharashtra,Raigad,2026-04-05,18.5158,73.1822,73.0,201.0,297.0,297.0,0.24579124579124578,6.0,0.17605216360403084,27,0.47,3,570,24,0.52,0.0845050385299348,1752.0,52.28749259039716,0.2955033758243971,0,proxy
